       0,       0,       0,       0, 12.0064,       0
       0,       0,       0,       0,       0,    48.8
       0,       0,       0, 2.72384,       0,       0
       0,    8.32,0.278528,       0,    5.76,       0
 2.31424,       0,       0,       0,       0,    48.8
       0,       0,       0,       0,       0,       0
